Skip,Cool,Tipo,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Creature,Link,CR,Dungeon,Foresta,Coste,Aquatico,Deserto,Prateria,Colline,Montagne,Palude,Artico,A Dolce,Giungla,Savana,Cimitero,Far Realms ,Space,Astrale,Etereo,Vulcano,Limbo,Feywild,Shadowfell,Bene,Male,Inferno,Abisso,Carceri,Distese Grige ,Gehenna,Acqua,Aria,Fuoco,Terra,Underdark,Urban,Mechanus
,,Immondo,Demone,,,Gnoll,,,,Gnoll zanna di Yeenoghu,https://5e.tools/bestiary.html#gnoll%20fang%20of%20yeenoghu_mm,4,,alta,,,alta,alta,alta,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,,,
,,Immondo,Demone,,,Gnoll,,,,Shoosuva,https://5e.tools/bestiary.html#shoosuva_vgm,8,,alta,,,,alta,alta,,,alta,,,,,,,,,,,,,,alta,,alta,,,,,,,,,,
,,Immondo,Yugoloth,,Goblin,,,,,Barghest,https://5e.tools/bestiary.html#barghest_vgm,4,alta,alta,,,,alta,alta,alta,,,,,,,,,,,,,,,,alta,,,alta,alta,alta,,,,,alta,,
,TRUE,Immondo,Immondo,,Mutaforma,,,Sociale,Non Violento,Incubo,https://5e.tools/bestiary.html#incubus_mm,4,,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,alta,
,TRUE,Immondo,Immondo,,Mutaforma,,,Sociale,Non Violento,Succube,https://5e.tools/bestiary.html#succubus_mm,4,,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,alta,
,TRUE,Immondo,Immondo,,,,,Sociale,Non Violento,Cambion,https://5e.tools/bestiary.html#cambion_mm,5,,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,alta,
,,Immondo,Immondo,,,,,,Non Violento,Stench Kow,https://5e.tools/bestiary.html#stench%20kow_mpmm,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Immondo,Immondo,,,,,,Endemico,Vargouille,https://5e.tools/bestiary.html#vargouille_vgm,1,alta,,,,alta,,,,alta,,,,,,,,,,,,,,,alta,,,alta,,,,,,,alta,,
,TRUE,Immondo,Immondo,,,Cane,,,Endemico,Segugio Infernale,https://5e.tools/bestiary.html#hell%20hound_mm,3,alta,alta,,,alta,alta,alta,alta,,,,,,,,,,,alta,,,,,alta,,,,,,,,alta,,alta,,
,TRUE,Immondo,Immondo,,,Cavallo,,,Endemico,Cavallo degli incubi,https://5e.tools/bestiary.html#nightmare_mm,3,,,,,,,,,alta,,,,,,,,,,,,,,,alta,,,,,,,,,,,,
TRUE,TRUE,Immondo,Immondo,,,,,,,Howler,https://5e.tools/bestiary.html#howler_mtf,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Immondo,Megera,,,,,,Boss,Megera Notturna,https://5e.tools/bestiary.html#night%20hag_mm,5,,,,,,,,,,,,,,,,,,,,,,,,alta,,,,alta,,,,,,,,
,,Immondo,Demone,,,Orco,,,,Tanarukk,https://5e.tools/bestiary.html#tanarukk_vgm,5,alta,alta,,,,,alta,alta,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
,,Immondo,Yugoloth,,,,,,,Merrenoloth,https://5e.tools/bestiary.html#merrenoloth_mtf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Yugoloth,,,,,,,Mezzoloth,https://5e.tools/bestiary.html#mezzoloth_mm,5,,,,,,,,,,,,,,,,,,,,,,,,alta,,,alta,alta,alta,,,,,,,
,,Immondo,Yugoloth,,,,,,,Dhergoloth,https://5e.tools/bestiary.html#dhergoloth_mtf,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Yugoloth,,,,,,,Canoloth,https://5e.tools/bestiary.html#canoloth_mtf,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Yugoloth,,,,,,,Nycaloth,https://5e.tools/bestiary.html#nycaloth_mm,9,,,,,,,,,,,,,,,,,,,,,,,,alta,,,alta,alta,alta,,,,,,,
,,Immondo,Yugoloth,,,,,,,Hydroloth,https://5e.tools/bestiary.html#hydroloth_mtf,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Yugoloth,,,,,,,Yagnoloth,https://5e.tools/bestiary.html#yagnoloth_mtf,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Yugoloth,,,,,,,Arcanaloth,https://5e.tools/bestiary.html#arcanaloth_mm,12,,,,,,,,,,,,,,,,,,,,,,,,alta,,,alta,alta,alta,,,,,,,
,,Immondo,Yugoloth,,,,,,,Oinoloth,https://5e.tools/bestiary.html#oinoloth_mtf,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Yugoloth,,,,,,,Ultroloth,https://5e.tools/bestiary.html#ultroloth_mm,13,,,,,,,,,,,,,,,,,,,,,,,,alta,,,alta,alta,alta,,,,,,,
,TRUE,Immondo,,,Mutaforma,,,Sociale,Non Violento,Rakshasa,https://5e.tools/bestiary.html#rakshasa_mm,13,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,alta,
TRUE,,Melma,Melma,Oblex,,,,,Endemico,Oblex Spawn,https://5e.tools/bestiary.html#oblex%20spawn_mpmm,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Melma,Melma,Oblex,,,,,Endemico,Oblex Adult,https://5e.tools/bestiary.html#adult%20oblex_mtf,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Melma,Melma,Oblex,,,,,Endemico,Oblex Elder,https://5e.tools/bestiary.html#elder%20oblex_mtf,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Melma,Melma,,,,,,Endemico,Melma Grigia,https://5e.tools/bestiary.html#gray%20ooze_mm,"0,5",alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,TRUE,Melma,Melma,,,,,,,Ameba Paglierina,https://5e.tools/bestiary.html#ochre%20jelly_mm,2,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,,Melma,Melma,,,,,,Endemico,Cubo Gelatinoso,https://5e.tools/bestiary.html#gelatinous%20cube_mm,2,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,,Melma,Melma,,,,,,Endemico,Slithering Tracker,https://5e.tools/bestiary.html#slithering%20tracker_vgm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,
TRUE,,Melma,Melma,,,,,,Endemico,Protoplasma Nero,https://5e.tools/bestiary.html#black%20pudding_mm,4,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,Bestia Magica,,,,,,Non Violento,Ippogrifo,https://5e.tools/bestiary.html#hippogriff_mm,1,,bassa,bassa,,bassa,alta,alta,alta,,bassa,bassa,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,Bestia Magica,,,,,,Endemico,Peryton,https://5e.tools/bestiary.html#peryton_mm,2,,bassa,,,,bassa,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,Bestia Magica,,,,,,Non Violento,Grifone,https://5e.tools/bestiary.html#griffon_mm,2,,bassa,bassa,,bassa,alta,alta,alta,,bassa,bassa,,alta,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Bestia Magica,,,,,,Boss,Minotauro,https://5e.tools/bestiary.html#minotaur_mm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,Bestia Magica,,,,,,Endemico,Manticora,https://5e.tools/bestiary.html#manticore_mm,3,,bassa,bassa,,bassa,bassa,alta,alta,,bassa,bassa,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Bestia Magica,,,,,,Endemico,Catoblepa,https://5e.tools/bestiary.html#catoblepas_vgm,5,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Bestia Magica,,,,,,Endemico,Chimera,https://5e.tools/bestiary.html#chimera_mm,6,alta,bassa,,,,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,Bestia Magica,,,,,,Endemico,Roc,https://5e.tools/bestiary.html#roc_mm,11,,,alta,,alta,alta,alta,alta,,bassa,alta,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,Bullywug,,,,Boss,Froghemoth,https://5e.tools/bestiary.html#froghemoth_vgm,10,alta,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,Ragno,Drow,,,,,Chitine,https://5e.tools/bestiary.html#chitine_vgm,"0,5",alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,Ragno,Drow,,,,,Choldrith,https://5e.tools/bestiary.html#choldrith_vgm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,Ragno,Drow,,,,,Drider,https://5e.tools/bestiary.html#drider_mm,6,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Firenewt,,,,,Gigante Strider,https://5e.tools/bestiary.html#giant%20strider_vgm,1,alta,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,Fustigatore,,,,,,Endemico,Cuspide Letale,https://5e.tools/bestiary.html#piercer_mm,"0,5",alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,TRUE,Mostruosità,Fustigatore,,,,,,Endemico,Fustigatore,https://5e.tools/bestiary.html#roper_mm,5,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,Gigante,,,,,,Boss,Behir,https://5e.tools/bestiary.html#behir_mm,11,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Goblin,,,,Endemico,Worg,https://5e.tools/bestiary.html#worg_mm,"0,5",,alta,,,,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,Grick,,,,,,Endemico,Grick,https://5e.tools/bestiary.html#grick_mm,2,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,Grick,,,,,,Endemico,Grick Alpha,https://5e.tools/bestiary.html#grick%20alpha_mm,7,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,Kruthik,,,,,,Endemico,Kruthik Young,https://5e.tools/bestiary.html#young%20kruthik_mpmm,"0,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,Kruthik,,,,,,Endemico,"Kruthik, Adult",https://5e.tools/bestiary.html#adult%20kruthik_mtf,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Kruthik,,,,,,Boss,Kruthik Hive Lord,https://5e.tools/bestiary.html#kruthik%20hive%20lord_mtf,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,,Manta,,,Endemico,Mantoscuro,https://5e.tools/bestiary.html#darkmantle_mm,"0,5",alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,,Manta,,,Endemico,Trapper,https://5e.tools/bestiary.html#trapper_vgm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,Megera,,Naga,,,,,Banderhobb,https://5e.tools/bestiary.html#banderhobb_vgm,5,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,
TRUE,TRUE,Mostruosità,,,Naga,,,,,Naga Spirituale,https://5e.tools/bestiary.html#spirit%20naga_mm,8,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,,,,,,Naga Guardiana,https://5e.tools/bestiary.html#guardian%20naga_mm,10,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,Ragno,,,,,Endemico,Ettercap,https://5e.tools/bestiary.html#ettercap_mm,2,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,Ragno,,,,,Endemico,Phase Spider,https://5e.tools/bestiary.html#phase%20spider_mm,3,alta,alta,,,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,
,TRUE,Mostruosità,Remorhaz,,,,,,Endemico,Remorhaz Young,https://5e.tools/bestiary.html#young%20remorhaz_mm,5,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Remorhaz,,,,,,Endemico,Remorhaz,https://5e.tools/bestiary.html#remorhaz_mm,11,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Sfinge,,,,,,Non Violento,Ginosfinge,https://5e.tools/bestiary.html#gynosphinx_mm,11,,,,,alta,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Sfinge,,,,,,Non Violento,Androsfinge,https://5e.tools/bestiary.html#androsphinx_mm,17,,,,,alta,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,Shadar-Kai,Cane,,,,Shadow Mastiff,https://5e.tools/bestiary.html#shadow%20mastiff_vgm,2,,alta,,,,bassa,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,Shadar-Kai,Cane,,,,Shadow Mastiff Alpha,https://5e.tools/bestiary.html#shadow%20mastiff%20alpha_mpmm,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Sorrowsworn,,,,,,,"Sorrowsworn, Wretched",https://5e.tools/bestiary.html#wretched%20sorrowsworn_mpmm,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Sorrowsworn,,,,,,,"Sorrowsworn, Lost",https://5e.tools/bestiary.html#lost%20sorrowsworn_mpmm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Sorrowsworn,,,,,,,"Sorrowsworn, Lonely",https://5e.tools/bestiary.html#lonely%20sorrowsworn_mpmm,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Sorrowsworn,,,,,,,"Sorrowsworn, Hungry",https://5e.tools/bestiary.html#hungry%20sorrowsworn_mpmm,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Sorrowsworn,,,,,,,"Sorrowsworn, Angry",https://5e.tools/bestiary.html#angry%20sorrowsworn_mpmm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Steeder,,,,,,,Steeder Male,https://5e.tools/bestiary.html#male%20steeder_mtf,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,Steeder,,,,,,,Steeder Female,https://5e.tools/bestiary.html#female%20steeder_mtf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Titano,,,,,,Boss,Astral Dreadnought,https://5e.tools/bestiary.html#astral%20dreadnought_mtf,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Titano,,,,,,Boss,Kraken,https://5e.tools/bestiary.html#kraken_mm,23,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,Titano,,,,,,Boss,Tarrasque,https://5e.tools/bestiary.html#tarrasque_mm,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,Verme,,,,,,Endemico,Carrion Crawler,https://5e.tools/bestiary.html#carrion%20crawler_mm,2,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,,Mostruosità,Verme,,,,,,Endemico,Verme Porpureo,https://5e.tools/bestiary.html#purple%20worm_mm,15,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,Yeti,,,,,,Endemico,Yeti,https://5e.tools/bestiary.html#yeti_mm,3,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,Yeti,,,,,,Endemico,Yeti Abominevole,https://5e.tools/bestiary.html#abominable%20yeti_mm,9,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Malison 3,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%203)_mm,3,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Mind Whisperer,https://5e.tools/bestiary.html#yuan-ti%20mind%20whisperer_vgm,4,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Nightmare Speaker,https://5e.tools/bestiary.html#yuan-ti%20nightmare%20speaker_vgm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Pit Master,https://5e.tools/bestiary.html#yuan-ti%20pit%20master_vgm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-Ti Abominio,https://5e.tools/bestiary.html#yuan-ti%20abomination_mm,7,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Malison 1,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%201)_mm,7,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Malison 2,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%202)_mm,7,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,Mutaforma,Yuan-Ti,,Sociale,,Yuan-ti Anathema,https://5e.tools/bestiary.html#yuan-ti%20anathema_vgm,12,alta,alta,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,,,,,Endemico,Cockatrice,https://5e.tools/bestiary.html#cockatrice_mm,"0,5",,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Rugginofago,https://5e.tools/bestiary.html#rust%20monster_mm,"0,5",alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Mostruosità,,,,,,,,Skulk,https://5e.tools/bestiary.html#skulk_mpmm,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,,,,,,,,Meazel,https://5e.tools/bestiary.html#meazel_mpmm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Arpia,https://5e.tools/bestiary.html#harpy_mm,1,,alta,alta,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,Cane,,,Endemico,Cane della Morte,https://5e.tools/bestiary.html#death%20dog_mm,1,alta,alta,,,alta,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,Mutaforma,,,,Endemico,Mimic,https://5e.tools/bestiary.html#mimic_mm,2,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,
,TRUE,Mostruosità,,,,,,,Endemico,Ankheg,https://5e.tools/bestiary.html#ankheg_mm,2,alta,alta,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,TRUE,Mostruosità,,,,,,,,Hook Horror,https://5e.tools/bestiary.html#hook%20horror_mm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,,Cane,,,Boss,Leucrotta,https://5e.tools/bestiary.html#leucrotta_vgm,3,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,Mutaforma,,,,,Doppelganger,https://5e.tools/bestiary.html#doppelganger_mm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,
,TRUE,Mostruosità,,,,,,,Endemico,Displacer Beast,https://5e.tools/bestiary.html#displacer%20beast_mm,3,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Orsogufo,https://5e.tools/bestiary.html#owlbear_mm,3,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Basilisco,https://5e.tools/bestiary.html#basilisk_mm,3,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Cave Fisher,https://5e.tools/bestiary.html#cave%20fisher_vgm,3,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,,,,,Endemico,Girallon,https://5e.tools/bestiary.html#girallon_vgm,4,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Boss,Lamia,https://5e.tools/bestiary.html#lamia_mm,4,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Gorgon,https://5e.tools/bestiary.html#gorgon_mm,5,,alta,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Bulette,https://5e.tools/bestiary.html#bulette_mm,5,alta,,,,,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,,,,,Endemico,Tlincalli,https://5e.tools/bestiary.html#tlincalli_vgm,5,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Mostruosità,,,,,,,Endemico,Umber Hulk,https://5e.tools/bestiary.html#umber%20hulk_mm,5,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,,,,,Boss,Medusa,https://5e.tools/bestiary.html#medusa_mm,6,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Mostruosità,,,,,,,Boss,Hydra,https://5e.tools/bestiary.html#hydra_mm,8,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,,,,,,,,Gray Render,https://5e.tools/bestiary.html#gray%20render_mtf,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,,,,Sociale,Non Violento,Centauro,https://5e.tools/bestiary.html#centaur_mm,2,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mostruosità,,,,,,Sociale,Non Violento,Merrow,https://5e.tools/bestiary.html#merrow_mm,2,,,alta,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Mostruosità,,,,,,Sociale,Non Violento,Nagpa,https://5e.tools/bestiary.html#nagpa_mtf,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Non Morto,Scheletro,,,Gnoll,,,,Gnoll Witherling,https://5e.tools/bestiary.html#gnoll%20witherling_vgm,"0,25",,alta,,,,alta,alta,,,bassa,,,,alta,,,,,,,,,,,,,,,,,,,,,,
,,Non Morto,Lich,Mind Flayer,,,,,,Alhoon,https://5e.tools/bestiary.html#alhoon_vgm,10,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,,
,,Non Morto,Lich,Mind Flayer,,,,,,Mind Flayer Lich,https://5e.tools/bestiary.html#illithilich_vgm,22,alta,,,,,,,,,,,,,alta,,alta,,,,,,,,,,,,,,,,,,alta,,
,,Non Morto,Fantasma,,Naga,,,,,Bone Naga Spirit,https://5e.tools/bestiary.html#bone%20naga%20(spirit)_mm,4,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,,
,,Non Morto,,,Naga,,,,,Bone Naga Guardian,https://5e.tools/bestiary.html#bone%20naga%20(guardian)_mm,4,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Non Morto,,,Beholder,,,,Boss,Tiranno della Morte,https://5e.tools/bestiary.html#death%20tyrant_mm,14,alta,,,,,,,bassa,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Non Morto,Fantasma,,,,,,Endemico,Spettro,https://5e.tools/bestiary.html#specter_mm,1,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,alta,
TRUE,TRUE,Non Morto,Fantasma,,,,,,Endemico,Sword Wraith Warrior,https://5e.tools/bestiary.html#sword%20wraith%20warrior_mtf,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Non Morto,Fantasma,,,,,,Endemico,Wight,https://5e.tools/bestiary.html#wight_mm,3,alta,,,,alta,,,,alta,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,alta,
,TRUE,Non Morto,Fantasma,,,,,,Endemico,Banshee,https://5e.tools/bestiary.html#banshee_mm,4,,alta,alta,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Non Morto,Fantasma,,,,,,Endemico,Fantasma,https://5e.tools/bestiary.html#ghost_mm,4,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,alta,
TRUE,TRUE,Non Morto,Fantasma,,,,,,,Allip,https://5e.tools/bestiary.html#allip_mtf,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Non Morto,Fantasma,,,,,,Boss,Wraith,https://5e.tools/bestiary.html#wraith_mm,5,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,,
TRUE,TRUE,Non Morto,Fantasma,,,,,,Boss,Sword Wraith Commander,https://5e.tools/bestiary.html#sword%20wraith%20commander_mtf,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Non Morto,Ghoul,,,,,,Endemico,Ghoul,https://5e.tools/bestiary.html#ghoul_mm,1,alta,,,,,,,,alta,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,alta,
,TRUE,Non Morto,Ghoul,,,,,,Endemico,Ghast,https://5e.tools/bestiary.html#ghast_mm,2,alta,,,,,,,,alta,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,alta,
TRUE,TRUE,Non Morto,Lich,Blu,,,,,Boss,Adult Blue Dracholich,https://5e.tools/bestiary.html#adult%20blue%20dracolich_mm,17,,,,,alta,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,
